,pump_bgs,bg_actual,bg_loop,temp_basal,insulin_relative_to_actual_basal,iob,carbLoop,carbActual,insulinLoop,insulinActual,cirLoop,cirActual,isfLoop,isfActual,sbrLoop,sbrActual
430,159.17883362057867,135.50788663790348,135.50788663790348,0.35,0.004166666666666666,0.6754564439662225,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
435,159.16708810427912,135.23926620235093,135.23926620235093,0.3,0.0,0.6738645554723951,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
440,159.15610437133432,134.97352713571055,134.97352713571055,0.3,0.0,0.6722788002320955,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
445,159.14583407072138,134.71182961177993,134.71182961177993,0.3,0.0,0.670707762061512,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
450,159.13623182273628,134.4551357458136,134.4551357458136,0.3,0.0,0.6691586503630891,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
455,159.12725504560515,134.20423350914257,134.20423350914257,0.3,0.0,0.6676374628871932,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
460,159.11886379131616,133.95975810351163,133.95975810351163,0.35,0.004166666666666666,0.6703157980297919,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
465,159.1110205902733,133.71991620395139,133.71991620395139,0.3,0.0,0.6688490194020963,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
470,159.10369030438127,133.48400109714683,133.48400109714683,0.3,0.0,0.6673996928619486,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
475,159.09683998817758,133.2528376411429,133.2528376411429,0.3,0.0,0.665973888855467,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
480,,133.0334998577043,133.0334998577043,0.35,0.004166666666666666,0.0,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
